"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",5,0.248,0.224,0.236,0.21,0.232,0.228,0.244,0.252,0.242,0.222,0.236,0.198,0.25,0.2,0.228,0.228,0.236,0.24,0.244,0.238,0.214,0.262,0.244,0.228,0.218,0.252,0.248,0.222,0.246,0.254,0.22,0.248,0.244,0.252,0.242,0.222,0.21,0.218,0.254,0.218,0.204,0.224,0.234,0.234,0.25,0.254,0.224,0.242,0.22,0.228
"2",10,0.316,0.288,0.316,0.33,0.3,0.314,0.286,0.31,0.298,0.296,0.292,0.298,0.324,0.3,0.268,0.326,0.304,0.31,0.304,0.316,0.306,0.306,0.312,0.296,0.348,0.32,0.284,0.318,0.34,0.316,0.302,0.314,0.31,0.314,0.316,0.276,0.284,0.314,0.298,0.28,0.328,0.304,0.27,0.288,0.308,0.272,0.32,0.292,0.322,0.338
"3",25,0.564,0.492,0.5,0.474,0.492,0.51,0.508,0.466,0.502,0.514,0.494,0.488,0.464,0.522,0.506,0.49,0.512,0.492,0.514,0.508,0.476,0.504,0.542,0.52,0.508,0.518,0.502,0.518,0.49,0.524,0.508,0.496,0.486,0.514,0.48,0.474,0.532,0.464,0.488,0.476,0.544,0.458,0.514,0.52,0.484,0.51,0.504,0.514,0.496,0.474
"4",50,0.818,0.77,0.794,0.828,0.76,0.796,0.772,0.806,0.81,0.8,0.782,0.778,0.772,0.762,0.752,0.782,0.794,0.812,0.806,0.772,0.804,0.754,0.752,0.77,0.798,0.754,0.798,0.788,0.776,0.798,0.788,0.81,0.766,0.796,0.792,0.784,0.792,0.798,0.782,0.772,0.844,0.786,0.768,0.778,0.79,0.8,0.784,0.786,0.796,0.77
"5",75,0.936,0.926,0.916,0.93,0.93,0.946,0.922,0.944,0.924,0.922,0.94,0.922,0.928,0.93,0.954,0.908,0.958,0.932,0.94,0.934,0.932,0.914,0.936,0.93,0.944,0.92,0.928,0.92,0.944,0.91,0.922,0.908,0.922,0.954,0.938,0.926,0.926,0.944,0.952,0.9,0.938,0.932,0.944,0.946,0.928,0.938,0.938,0.918,0.932,0.926
"6",100,0.982,0.994,0.986,0.974,0.986,0.98,0.976,0.99,0.978,0.984,0.99,0.978,0.978,0.984,0.984,0.982,0.986,0.99,0.982,0.976,0.982,0.984,0.976,0.98,0.99,0.988,0.982,0.986,0.988,0.988,0.972,0.994,0.984,0.986,0.988,0.972,0.992,0.982,0.98,0.976,0.986,0.986,0.978,0.984,0.98,0.974,0.98,0.98,0.98,0.978
"7",150,1,1,1,1,1,0.998,1,0.998,0.998,0.998,1,1,1,1,1,0.998,0.998,0.998,1,1,1,1,1,1,1,1,0.998,0.996,1,1,1,1,0.998,1,1,1,1,0.996,0.998,1,1,1,0.998,0.998,1,0.998,0.998,1,1,1
