"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",5,0.096,0.112,0.106,0.106,0.106,0.1,0.092,0.096,0.096,0.094,0.09,0.112,0.128,0.09,0.08,0.086,0.102,0.1,0.126,0.104,0.08,0.114,0.106,0.104,0.104,0.11,0.114,0.106,0.106,0.094,0.126,0.104,0.112,0.088,0.106,0.096,0.096,0.094,0.098,0.086,0.088,0.092,0.096,0.072,0.094,0.118,0.11,0.09,0.084,0.096
"2",10,0.112,0.11,0.136,0.136,0.138,0.116,0.134,0.106,0.114,0.132,0.116,0.13,0.126,0.13,0.13,0.126,0.116,0.086,0.1,0.09,0.106,0.13,0.098,0.108,0.108,0.154,0.096,0.118,0.12,0.128,0.112,0.128,0.144,0.122,0.128,0.118,0.09,0.126,0.14,0.128,0.098,0.1,0.118,0.134,0.106,0.132,0.108,0.12,0.098,0.138
"3",25,0.138,0.15,0.164,0.17,0.196,0.158,0.196,0.192,0.148,0.152,0.134,0.176,0.172,0.18,0.138,0.162,0.13,0.126,0.136,0.168,0.162,0.15,0.152,0.148,0.168,0.142,0.138,0.142,0.156,0.138,0.178,0.166,0.148,0.164,0.182,0.13,0.174,0.18,0.168,0.144,0.162,0.16,0.142,0.15,0.17,0.17,0.162,0.168,0.14,0.166
"4",50,0.15,0.142,0.162,0.134,0.13,0.158,0.146,0.164,0.164,0.156,0.132,0.152,0.142,0.15,0.152,0.14,0.19,0.15,0.14,0.124,0.122,0.158,0.148,0.176,0.148,0.156,0.164,0.142,0.162,0.166,0.156,0.13,0.19,0.148,0.172,0.172,0.154,0.122,0.162,0.144,0.13,0.16,0.154,0.164,0.148,0.138,0.112,0.15,0.156,0.148
"5",75,0.112,0.124,0.104,0.134,0.134,0.114,0.146,0.104,0.134,0.102,0.114,0.092,0.146,0.13,0.134,0.134,0.136,0.132,0.12,0.142,0.122,0.138,0.138,0.116,0.12,0.1,0.132,0.124,0.13,0.124,0.152,0.138,0.136,0.132,0.11,0.128,0.11,0.122,0.124,0.136,0.11,0.142,0.15,0.106,0.144,0.138,0.126,0.108,0.136,0.124
"6",100,0.108,0.11,0.118,0.106,0.112,0.102,0.092,0.082,0.094,0.09,0.102,0.1,0.084,0.118,0.102,0.106,0.102,0.098,0.088,0.104,0.102,0.094,0.092,0.086,0.084,0.102,0.108,0.088,0.084,0.118,0.078,0.094,0.086,0.082,0.108,0.114,0.094,0.084,0.116,0.116,0.092,0.112,0.092,0.086,0.114,0.1,0.096,0.126,0.102,0.096
"7",150,0.066,0.072,0.05,0.074,0.082,0.062,0.056,0.056,0.046,0.058,0.066,0.09,0.078,0.058,0.072,0.066,0.064,0.054,0.09,0.072,0.07,0.058,0.048,0.08,0.064,0.1,0.046,0.054,0.062,0.066,0.072,0.068,0.042,0.078,0.054,0.068,0.076,0.09,0.076,0.066,0.068,0.064,0.07,0.07,0.07,0.082,0.076,0.086,0.082,0.068
