"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",5,0.122,0.108,0.122,0.098,0.112,0.106,0.104,0.12,0.106,0.128,0.102,0.08,0.12,0.102,0.098,0.092,0.14,0.11,0.112,0.126,0.1,0.114,0.136,0.122,0.11,0.114,0.112,0.106,0.086,0.122,0.114,0.108,0.12,0.134,0.104,0.124,0.106,0.092,0.102,0.114,0.114,0.124,0.124,0.126,0.11,0.092,0.096,0.106,0.132,0.112
"2",10,0.138,0.118,0.11,0.118,0.12,0.106,0.114,0.126,0.106,0.144,0.132,0.098,0.14,0.11,0.112,0.118,0.122,0.156,0.128,0.11,0.102,0.092,0.126,0.14,0.096,0.118,0.142,0.114,0.132,0.128,0.112,0.114,0.12,0.122,0.104,0.112,0.112,0.116,0.122,0.148,0.122,0.126,0.132,0.092,0.118,0.126,0.134,0.118,0.12,0.144
"3",25,0.106,0.116,0.11,0.11,0.142,0.132,0.124,0.098,0.136,0.12,0.124,0.128,0.134,0.128,0.102,0.14,0.106,0.128,0.134,0.146,0.122,0.108,0.14,0.138,0.12,0.154,0.132,0.116,0.104,0.152,0.124,0.114,0.136,0.118,0.12,0.138,0.114,0.154,0.098,0.116,0.104,0.1,0.15,0.122,0.124,0.114,0.126,0.134,0.116,0.126
"4",50,0.116,0.13,0.096,0.112,0.11,0.13,0.114,0.126,0.13,0.116,0.156,0.098,0.152,0.132,0.114,0.108,0.126,0.104,0.11,0.102,0.112,0.142,0.114,0.118,0.112,0.124,0.126,0.114,0.09,0.136,0.11,0.112,0.136,0.102,0.14,0.116,0.134,0.128,0.132,0.116,0.12,0.12,0.12,0.124,0.144,0.128,0.132,0.13,0.106,0.13
"5",75,0.108,0.098,0.112,0.116,0.104,0.1,0.132,0.118,0.124,0.096,0.136,0.11,0.116,0.104,0.108,0.098,0.116,0.128,0.116,0.108,0.108,0.12,0.102,0.142,0.124,0.09,0.086,0.102,0.1,0.09,0.136,0.1,0.124,0.08,0.106,0.12,0.122,0.1,0.14,0.108,0.128,0.102,0.11,0.124,0.114,0.096,0.118,0.128,0.104,0.132
"6",100,0.088,0.106,0.084,0.108,0.106,0.1,0.104,0.132,0.128,0.112,0.088,0.092,0.114,0.104,0.09,0.138,0.096,0.118,0.116,0.098,0.082,0.11,0.088,0.104,0.108,0.148,0.12,0.106,0.114,0.084,0.12,0.118,0.086,0.102,0.116,0.116,0.092,0.094,0.092,0.132,0.094,0.116,0.122,0.112,0.106,0.094,0.094,0.118,0.124,0.076
"7",150,0.096,0.122,0.098,0.1,0.096,0.092,0.082,0.128,0.108,0.092,0.106,0.088,0.092,0.102,0.088,0.102,0.094,0.108,0.096,0.096,0.1,0.096,0.094,0.11,0.096,0.094,0.11,0.114,0.09,0.106,0.07,0.088,0.11,0.082,0.108,0.1,0.108,0.096,0.112,0.082,0.092,0.096,0.114,0.082,0.08,0.086,0.102,0.098,0.138,0.1
