"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",5,0.156,0.186,0.186,0.18,0.182,0.156,0.206,0.198,0.152,0.17,0.146,0.164,0.182,0.164,0.168,0.154,0.162,0.194,0.156,0.192,0.182,0.172,0.196,0.194,0.176,0.184,0.14,0.18,0.18,0.148,0.172,0.194,0.17,0.21,0.18,0.168,0.166,0.18,0.188,0.184,0.202,0.182,0.18,0.168,0.18,0.156,0.18,0.144,0.156,0.158
"2",10,0.216,0.288,0.214,0.248,0.258,0.27,0.248,0.252,0.268,0.244,0.224,0.274,0.274,0.218,0.282,0.262,0.234,0.246,0.248,0.226,0.252,0.254,0.226,0.244,0.24,0.228,0.216,0.216,0.232,0.266,0.218,0.266,0.24,0.266,0.218,0.248,0.25,0.262,0.264,0.278,0.224,0.228,0.226,0.258,0.234,0.234,0.266,0.246,0.224,0.252
"3",25,0.414,0.402,0.428,0.39,0.402,0.416,0.388,0.398,0.416,0.41,0.416,0.422,0.406,0.412,0.406,0.422,0.424,0.416,0.358,0.418,0.412,0.386,0.412,0.406,0.438,0.414,0.392,0.446,0.424,0.386,0.382,0.386,0.446,0.418,0.378,0.376,0.4,0.39,0.406,0.386,0.392,0.4,0.42,0.436,0.372,0.398,0.392,0.418,0.382,0.426
"4",50,0.548,0.498,0.548,0.552,0.496,0.562,0.55,0.52,0.548,0.542,0.486,0.506,0.514,0.554,0.558,0.522,0.526,0.546,0.492,0.53,0.53,0.534,0.546,0.486,0.566,0.568,0.552,0.59,0.506,0.536,0.528,0.516,0.536,0.522,0.538,0.514,0.546,0.572,0.542,0.492,0.496,0.494,0.532,0.514,0.512,0.552,0.534,0.518,0.544,0.566
"5",75,0.558,0.624,0.614,0.58,0.558,0.626,0.57,0.572,0.596,0.578,0.592,0.626,0.588,0.624,0.61,0.61,0.558,0.598,0.604,0.582,0.608,0.642,0.574,0.61,0.6,0.608,0.612,0.632,0.628,0.608,0.562,0.618,0.6,0.562,0.598,0.554,0.59,0.622,0.628,0.604,0.572,0.598,0.572,0.602,0.626,0.598,0.632,0.56,0.636,0.576
"6",100,0.648,0.66,0.66,0.628,0.632,0.594,0.604,0.668,0.618,0.624,0.618,0.646,0.628,0.61,0.632,0.6,0.626,0.656,0.638,0.622,0.654,0.636,0.642,0.64,0.63,0.644,0.644,0.64,0.624,0.598,0.632,0.67,0.62,0.604,0.604,0.64,0.606,0.612,0.62,0.642,0.638,0.658,0.65,0.646,0.638,0.684,0.618,0.648,0.618,0.646
"7",150,0.688,0.672,0.668,0.704,0.698,0.678,0.644,0.69,0.632,0.672,0.69,0.676,0.694,0.672,0.622,0.654,0.674,0.67,0.666,0.676,0.688,0.686,0.684,0.664,0.676,0.608,0.676,0.672,0.628,0.652,0.664,0.66,0.618,0.69,0.64,0.652,0.63,0.656,0.676,0.718,0.648,0.674,0.67,0.666,0.678,0.664,0.69,0.688,0.644,0.684
