"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",5,0.202,0.208,0.198,0.224,0.186,0.202,0.242,0.216,0.212,0.208,0.22,0.19,0.196,0.244,0.214,0.2,0.18,0.21,0.218,0.206,0.214,0.24,0.194,0.196,0.208,0.218,0.244,0.21,0.206,0.198,0.194,0.202,0.22,0.232,0.154,0.188,0.196,0.22,0.214,0.23,0.204,0.228,0.208,0.228,0.196,0.212,0.188,0.19,0.208,0.22
"2",10,0.318,0.324,0.3,0.29,0.354,0.28,0.296,0.294,0.3,0.33,0.294,0.286,0.328,0.314,0.292,0.324,0.308,0.314,0.324,0.31,0.274,0.292,0.322,0.342,0.278,0.342,0.336,0.318,0.326,0.354,0.318,0.294,0.326,0.348,0.32,0.32,0.324,0.292,0.312,0.354,0.316,0.3,0.318,0.344,0.306,0.308,0.308,0.32,0.318,0.304
"3",25,0.536,0.47,0.464,0.488,0.482,0.472,0.462,0.48,0.464,0.496,0.5,0.466,0.474,0.514,0.496,0.524,0.442,0.47,0.458,0.498,0.484,0.46,0.46,0.456,0.48,0.5,0.448,0.494,0.436,0.466,0.472,0.496,0.53,0.526,0.47,0.53,0.566,0.444,0.484,0.458,0.488,0.49,0.476,0.504,0.488,0.484,0.476,0.46,0.472,0.52
"4",50,0.574,0.582,0.604,0.616,0.602,0.564,0.606,0.622,0.588,0.586,0.594,0.596,0.626,0.638,0.612,0.608,0.616,0.578,0.63,0.588,0.572,0.56,0.586,0.612,0.57,0.56,0.594,0.658,0.624,0.598,0.598,0.582,0.64,0.588,0.594,0.632,0.626,0.622,0.616,0.632,0.602,0.626,0.602,0.622,0.584,0.604,0.614,0.602,0.614,0.606
"5",75,0.678,0.646,0.67,0.67,0.652,0.702,0.666,0.632,0.698,0.67,0.696,0.682,0.67,0.67,0.69,0.652,0.656,0.688,0.694,0.682,0.652,0.644,0.678,0.658,0.666,0.658,0.672,0.656,0.694,0.686,0.652,0.666,0.684,0.682,0.618,0.684,0.66,0.71,0.658,0.644,0.686,0.642,0.66,0.628,0.716,0.664,0.654,0.678,0.662,0.632
"6",100,0.696,0.686,0.686,0.708,0.682,0.702,0.712,0.692,0.72,0.69,0.684,0.716,0.716,0.732,0.704,0.724,0.684,0.716,0.706,0.7,0.7,0.718,0.716,0.69,0.702,0.704,0.714,0.696,0.708,0.694,0.682,0.688,0.704,0.71,0.73,0.698,0.69,0.706,0.716,0.698,0.676,0.69,0.686,0.706,0.71,0.712,0.676,0.684,0.698,0.69
"7",150,0.738,0.742,0.736,0.736,0.728,0.742,0.752,0.728,0.714,0.718,0.746,0.742,0.744,0.76,0.752,0.752,0.726,0.744,0.688,0.72,0.754,0.728,0.744,0.754,0.742,0.74,0.734,0.712,0.732,0.754,0.716,0.732,0.7,0.738,0.726,0.706,0.716,0.75,0.77,0.732,0.746,0.744,0.716,0.734,0.738,0.738,0.742,0.724,0.766,0.688
