"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",5,0.09,0.098,0.1,0.116,0.09,0.082,0.116,0.098,0.112,0.104,0.086,0.096,0.1,0.094,0.096,0.098,0.096,0.092,0.124,0.094,0.122,0.114,0.108,0.098,0.098,0.098,0.14,0.122,0.124,0.11,0.11,0.096,0.116,0.142,0.092,0.122,0.13,0.09,0.082,0.114,0.102,0.08,0.126,0.126,0.124,0.096,0.108,0.092,0.13,0.112
"2",10,0.126,0.098,0.104,0.114,0.16,0.116,0.12,0.084,0.118,0.086,0.126,0.134,0.148,0.104,0.138,0.118,0.138,0.11,0.13,0.1,0.116,0.122,0.12,0.108,0.146,0.146,0.094,0.13,0.106,0.124,0.128,0.104,0.13,0.106,0.104,0.106,0.116,0.14,0.144,0.12,0.12,0.118,0.13,0.13,0.118,0.134,0.108,0.11,0.12,0.11
"3",25,0.122,0.144,0.152,0.12,0.114,0.11,0.14,0.12,0.128,0.132,0.124,0.122,0.114,0.14,0.134,0.14,0.142,0.112,0.146,0.13,0.15,0.142,0.112,0.112,0.138,0.118,0.148,0.146,0.1,0.13,0.15,0.138,0.136,0.138,0.132,0.15,0.146,0.124,0.122,0.1,0.13,0.148,0.134,0.122,0.148,0.128,0.128,0.104,0.146,0.122
"4",50,0.134,0.138,0.13,0.112,0.136,0.118,0.148,0.116,0.118,0.152,0.118,0.112,0.146,0.13,0.14,0.116,0.144,0.116,0.11,0.12,0.118,0.154,0.136,0.144,0.14,0.138,0.146,0.128,0.134,0.138,0.112,0.142,0.124,0.112,0.13,0.11,0.116,0.126,0.092,0.142,0.13,0.128,0.096,0.106,0.102,0.142,0.13,0.14,0.144,0.142
"5",75,0.128,0.098,0.13,0.118,0.128,0.112,0.13,0.118,0.12,0.138,0.116,0.158,0.142,0.162,0.12,0.134,0.152,0.126,0.136,0.138,0.126,0.112,0.132,0.144,0.12,0.13,0.122,0.12,0.122,0.128,0.126,0.138,0.152,0.124,0.122,0.126,0.144,0.136,0.12,0.13,0.132,0.142,0.136,0.14,0.156,0.132,0.128,0.118,0.154,0.098
"6",100,0.122,0.132,0.14,0.102,0.12,0.124,0.128,0.134,0.118,0.136,0.13,0.13,0.122,0.116,0.152,0.126,0.132,0.138,0.14,0.118,0.108,0.122,0.116,0.128,0.122,0.116,0.126,0.102,0.104,0.13,0.1,0.14,0.124,0.128,0.142,0.134,0.12,0.142,0.152,0.128,0.124,0.12,0.106,0.138,0.14,0.13,0.12,0.128,0.144,0.112
"7",150,0.138,0.124,0.142,0.126,0.124,0.11,0.092,0.122,0.148,0.132,0.136,0.118,0.118,0.116,0.128,0.134,0.106,0.114,0.132,0.136,0.116,0.1,0.116,0.112,0.142,0.144,0.122,0.124,0.144,0.14,0.104,0.13,0.136,0.096,0.108,0.13,0.122,0.122,0.13,0.128,0.122,0.146,0.124,0.14,0.098,0.132,0.134,0.132,0.112,0.106
