"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",5,0.142,0.118,0.134,0.114,0.122,0.134,0.128,0.138,0.126,0.162,0.128,0.126,0.15,0.152,0.14,0.13,0.112,0.146,0.14,0.12,0.14,0.134,0.134,0.138,0.13,0.158,0.146,0.128,0.142,0.142,0.144,0.128,0.124,0.148,0.148,0.154,0.126,0.144,0.156,0.126,0.13,0.136,0.154,0.112,0.128,0.13,0.142,0.132,0.158,0.148
"2",10,0.2,0.186,0.184,0.19,0.15,0.186,0.178,0.136,0.15,0.202,0.154,0.15,0.176,0.142,0.198,0.168,0.18,0.158,0.208,0.148,0.188,0.184,0.168,0.188,0.202,0.178,0.138,0.192,0.158,0.188,0.168,0.198,0.18,0.182,0.164,0.214,0.188,0.172,0.188,0.168,0.162,0.172,0.206,0.186,0.174,0.17,0.2,0.186,0.168,0.19
"3",25,0.264,0.234,0.204,0.256,0.236,0.258,0.222,0.258,0.242,0.234,0.25,0.216,0.238,0.234,0.254,0.238,0.242,0.296,0.212,0.248,0.246,0.2,0.262,0.226,0.236,0.238,0.222,0.274,0.288,0.25,0.24,0.274,0.234,0.278,0.24,0.254,0.234,0.248,0.232,0.266,0.226,0.238,0.274,0.252,0.272,0.25,0.214,0.264,0.244,0.226
"4",50,0.318,0.32,0.32,0.308,0.358,0.3,0.328,0.318,0.312,0.29,0.262,0.324,0.33,0.348,0.316,0.31,0.31,0.364,0.29,0.302,0.3,0.34,0.306,0.3,0.292,0.316,0.288,0.296,0.324,0.328,0.32,0.286,0.302,0.324,0.32,0.282,0.312,0.32,0.346,0.336,0.28,0.318,0.316,0.286,0.322,0.322,0.288,0.294,0.326,0.32
"5",75,0.348,0.322,0.346,0.326,0.348,0.34,0.34,0.322,0.35,0.342,0.368,0.332,0.388,0.366,0.342,0.348,0.326,0.336,0.366,0.374,0.346,0.376,0.384,0.38,0.374,0.342,0.354,0.326,0.33,0.324,0.33,0.336,0.35,0.366,0.33,0.306,0.36,0.342,0.336,0.376,0.388,0.346,0.356,0.328,0.32,0.378,0.364,0.33,0.336,0.318
"6",100,0.384,0.366,0.384,0.364,0.332,0.356,0.348,0.414,0.36,0.334,0.36,0.366,0.332,0.398,0.426,0.37,0.346,0.356,0.368,0.36,0.352,0.344,0.366,0.342,0.352,0.334,0.388,0.378,0.32,0.334,0.366,0.37,0.342,0.372,0.37,0.386,0.4,0.366,0.386,0.37,0.388,0.352,0.318,0.368,0.352,0.366,0.35,0.364,0.362,0.362
"7",150,0.414,0.372,0.392,0.394,0.378,0.354,0.372,0.378,0.38,0.376,0.406,0.376,0.362,0.412,0.382,0.408,0.374,0.396,0.396,0.368,0.388,0.388,0.446,0.422,0.378,0.406,0.324,0.362,0.384,0.428,0.374,0.366,0.412,0.37,0.402,0.398,0.33,0.37,0.38,0.35,0.38,0.378,0.356,0.392,0.432,0.398,0.378,0.342,0.388,0.404
