"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",5,0.142,0.132,0.132,0.122,0.118,0.134,0.126,0.14,0.126,0.112,0.112,0.142,0.128,0.114,0.118,0.136,0.134,0.098,0.12,0.114,0.118,0.13,0.126,0.108,0.122,0.136,0.104,0.12,0.132,0.128,0.128,0.144,0.11,0.154,0.12,0.126,0.124,0.136,0.126,0.128,0.128,0.126,0.118,0.114,0.124,0.118,0.114,0.134,0.13,0.15
"2",10,0.198,0.156,0.142,0.154,0.16,0.162,0.156,0.146,0.164,0.158,0.158,0.164,0.152,0.146,0.13,0.146,0.14,0.142,0.13,0.16,0.16,0.136,0.14,0.152,0.15,0.118,0.142,0.138,0.152,0.16,0.154,0.166,0.144,0.16,0.134,0.118,0.168,0.134,0.154,0.15,0.144,0.154,0.166,0.122,0.148,0.142,0.148,0.176,0.142,0.172
"3",25,0.172,0.232,0.178,0.202,0.176,0.184,0.186,0.192,0.168,0.218,0.21,0.188,0.188,0.21,0.162,0.178,0.192,0.21,0.172,0.186,0.174,0.212,0.198,0.228,0.198,0.198,0.162,0.174,0.184,0.198,0.172,0.182,0.196,0.186,0.162,0.18,0.166,0.204,0.208,0.182,0.19,0.202,0.22,0.204,0.172,0.158,0.18,0.23,0.178,0.188
"4",50,0.214,0.23,0.216,0.224,0.204,0.236,0.192,0.21,0.224,0.19,0.212,0.194,0.194,0.24,0.232,0.222,0.22,0.23,0.196,0.238,0.212,0.22,0.226,0.204,0.22,0.22,0.21,0.19,0.202,0.192,0.194,0.194,0.226,0.204,0.214,0.222,0.23,0.184,0.224,0.228,0.216,0.216,0.176,0.202,0.206,0.21,0.222,0.206,0.17,0.184
"5",75,0.24,0.192,0.198,0.19,0.214,0.222,0.21,0.204,0.24,0.218,0.212,0.202,0.256,0.22,0.226,0.22,0.216,0.212,0.184,0.268,0.242,0.238,0.196,0.186,0.204,0.232,0.194,0.242,0.204,0.238,0.26,0.2,0.208,0.224,0.226,0.242,0.228,0.22,0.234,0.24,0.244,0.212,0.224,0.204,0.272,0.214,0.238,0.198,0.244,0.206
"6",100,0.256,0.236,0.23,0.198,0.242,0.25,0.234,0.216,0.226,0.224,0.242,0.244,0.248,0.226,0.256,0.222,0.272,0.256,0.218,0.25,0.264,0.252,0.23,0.252,0.238,0.204,0.248,0.25,0.206,0.226,0.232,0.24,0.22,0.24,0.21,0.234,0.23,0.242,0.224,0.224,0.27,0.252,0.202,0.238,0.218,0.246,0.232,0.24,0.242,0.184
"7",150,0.252,0.224,0.23,0.24,0.22,0.284,0.238,0.25,0.226,0.19,0.216,0.254,0.258,0.212,0.232,0.24,0.232,0.21,0.248,0.218,0.254,0.226,0.25,0.232,0.23,0.214,0.262,0.228,0.248,0.222,0.254,0.23,0.268,0.258,0.236,0.236,0.218,0.228,0.222,0.228,0.226,0.256,0.226,0.212,0.216,0.21,0.222,0.242,0.208,0.262
