"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",50,1,1,0.996,0.998,0.996,0.998,0.998,0.998,1,0.996,1,0.998,1,0.996,0.994,0.994,0.992,0.996,0.996,1,1,0.992,0.998,0.996,0.998,1,0.996,0.996,0.998,0.996,0.998,0.998,0.994,0.99,0.998,1,1,0.996,0.996,0.994,0.992,0.998,1,0.996,0.998,0.99,0.998,1,0.994,0.998
"3",100,0.958,0.952,0.956,0.96,0.972,0.964,0.958,0.962,0.972,0.972,0.95,0.96,0.962,0.966,0.978,0.958,0.958,0.948,0.952,0.96,0.952,0.972,0.978,0.956,0.958,0.968,0.972,0.958,0.966,0.98,0.968,0.97,0.968,0.966,0.97,0.946,0.97,0.96,0.962,0.962,0.968,0.972,0.97,0.974,0.976,0.95,0.966,0.972,0.96,0.96
"4",150,0.898,0.908,0.898,0.872,0.926,0.894,0.894,0.914,0.876,0.894,0.904,0.898,0.892,0.902,0.902,0.908,0.91,0.91,0.892,0.896,0.908,0.882,0.926,0.88,0.912,0.906,0.896,0.89,0.892,0.906,0.892,0.888,0.9,0.902,0.908,0.894,0.906,0.918,0.92,0.894,0.908,0.908,0.906,0.878,0.898,0.892,0.894,0.894,0.892,0.904
"5",200,0.822,0.792,0.836,0.81,0.818,0.828,0.786,0.808,0.81,0.846,0.812,0.834,0.844,0.84,0.834,0.828,0.792,0.786,0.818,0.816,0.806,0.802,0.82,0.804,0.792,0.82,0.82,0.816,0.798,0.836,0.81,0.83,0.812,0.818,0.824,0.806,0.818,0.818,0.826,0.812,0.814,0.842,0.828,0.838,0.846,0.844,0.806,0.818,0.84,0.832
"6",250,0.734,0.738,0.732,0.72,0.722,0.732,0.764,0.726,0.736,0.72,0.746,0.738,0.748,0.714,0.746,0.764,0.754,0.71,0.72,0.742,0.732,0.764,0.736,0.75,0.72,0.706,0.744,0.746,0.748,0.748,0.728,0.74,0.75,0.728,0.762,0.782,0.732,0.77,0.716,0.724,0.698,0.714,0.742,0.74,0.742,0.748,0.764,0.734,0.738,0.756
"7",300,0.668,0.672,0.69,0.654,0.678,0.708,0.67,0.622,0.692,0.654,0.664,0.69,0.69,0.666,0.648,0.658,0.66,0.656,0.672,0.666,0.686,0.632,0.628,0.654,0.636,0.612,0.662,0.67,0.648,0.666,0.688,0.666,0.672,0.656,0.652,0.662,0.682,0.678,0.632,0.636,0.644,0.64,0.662,0.71,0.686,0.676,0.672,0.676,0.666,0.64
