"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",50,0.952,0.946,0.95,0.94,0.96,0.948,0.938,0.946,0.944,0.95,0.93,0.938,0.946,0.948,0.95,0.954,0.978,0.948,0.962,0.954,0.948,0.944,0.96,0.958,0.938,0.946,0.946,0.954,0.958,0.956,0.96,0.95,0.94,0.95,0.948,0.95,0.94,0.954,0.966,0.954,0.944,0.964,0.958,0.956,0.96,0.952,0.952,0.946,0.948,0.938
"3",100,0.316,0.364,0.38,0.344,0.336,0.3,0.328,0.338,0.348,0.352,0.346,0.352,0.362,0.348,0.302,0.338,0.32,0.316,0.338,0.356,0.322,0.352,0.332,0.328,0.308,0.354,0.362,0.326,0.34,0.32,0.362,0.302,0.356,0.302,0.362,0.37,0.362,0.35,0.34,0.35,0.31,0.328,0.378,0.322,0.33,0.308,0.358,0.368,0.378,0.342
"4",150,0.024,0.052,0.028,0.028,0.034,0.032,0.028,0.028,0.034,0.024,0.018,0.042,0.048,0.012,0.034,0.032,0.032,0.016,0.034,0.05,0.038,0.034,0.044,0.036,0.026,0.034,0.05,0.036,0.03,0.036,0.048,0.024,0.026,0.036,0.042,0.034,0.022,0.036,0.028,0.026,0.036,0.03,0.038,0.028,0.036,0.03,0.036,0.032,0.034,0.03
"5",200,0.002,0,0,0,0.002,0.004,0.002,0.002,0,0.002,0,0,0.002,0.006,0.002,0.002,0,0.004,0.002,0,0,0,0.006,0.002,0,0,0,0.002,0,0,0,0.002,0.006,0,0,0.002,0,0.002,0.002,0.002,0.002,0.004,0.002,0,0.002,0,0,0,0.002,0
"6",250,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
