"","d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",5,0.184,0.198,0.196,0.186,0.226,0.208,0.24,0.206,0.204,0.188,0.194,0.196,0.226,0.218,0.21,0.178,0.198,0.202,0.196,0.186,0.184,0.22,0.17,0.254,0.216,0.196,0.19,0.206,0.208,0.222,0.2,0.226,0.226,0.214,0.202,0.204,0.218,0.214,0.196,0.18,0.182,0.188,0.196,0.194,0.204,0.212,0.234,0.24,0.234,0.208
"2",10,0.348,0.318,0.332,0.308,0.31,0.324,0.342,0.316,0.296,0.322,0.326,0.31,0.32,0.26,0.338,0.356,0.312,0.31,0.338,0.29,0.324,0.306,0.298,0.284,0.306,0.292,0.302,0.268,0.316,0.34,0.32,0.296,0.338,0.3,0.296,0.286,0.32,0.328,0.29,0.302,0.278,0.306,0.326,0.334,0.29,0.324,0.292,0.3,0.358,0.3
"3",25,0.546,0.51,0.538,0.544,0.514,0.498,0.53,0.496,0.544,0.498,0.52,0.55,0.51,0.502,0.504,0.508,0.534,0.478,0.528,0.51,0.474,0.508,0.55,0.582,0.544,0.546,0.516,0.502,0.53,0.522,0.48,0.502,0.53,0.548,0.522,0.538,0.53,0.508,0.52,0.504,0.538,0.494,0.53,0.526,0.52,0.512,0.52,0.508,0.544,0.506
"4",50,0.672,0.672,0.704,0.672,0.656,0.7,0.682,0.694,0.688,0.664,0.688,0.67,0.664,0.678,0.678,0.696,0.692,0.686,0.656,0.654,0.664,0.662,0.65,0.628,0.666,0.678,0.68,0.652,0.686,0.704,0.754,0.716,0.7,0.646,0.632,0.652,0.668,0.658,0.68,0.67,0.664,0.694,0.684,0.676,0.678,0.702,0.72,0.646,0.7,0.688
"5",75,0.73,0.77,0.73,0.776,0.736,0.706,0.748,0.744,0.768,0.732,0.768,0.726,0.728,0.754,0.76,0.808,0.776,0.752,0.78,0.752,0.76,0.736,0.76,0.748,0.756,0.73,0.75,0.76,0.77,0.748,0.738,0.756,0.732,0.718,0.73,0.738,0.75,0.754,0.734,0.75,0.782,0.762,0.72,0.72,0.756,0.736,0.73,0.782,0.732,0.73
"6",100,0.794,0.816,0.796,0.786,0.782,0.772,0.79,0.802,0.81,0.796,0.776,0.782,0.788,0.76,0.788,0.78,0.808,0.794,0.802,0.8,0.808,0.78,0.788,0.776,0.826,0.798,0.802,0.774,0.802,0.796,0.808,0.812,0.79,0.794,0.8,0.79,0.78,0.786,0.822,0.778,0.814,0.786,0.82,0.81,0.794,0.768,0.792,0.816,0.772,0.79
"7",150,0.842,0.84,0.834,0.83,0.83,0.828,0.85,0.814,0.824,0.844,0.828,0.828,0.872,0.838,0.798,0.824,0.81,0.83,0.838,0.84,0.826,0.834,0.838,0.846,0.842,0.836,0.804,0.844,0.822,0.822,0.842,0.822,0.81,0.844,0.816,0.848,0.842,0.82,0.838,0.838,0.836,0.798,0.874,0.84,0.858,0.83,0.85,0.86,0.818,0.818
